Unnamed: 0,id,prompt,url,width,height,source_site,similarity
611807,ac427b3e-509a-493b-b501-f9434b08b1ae,"'The Impossibility Plague by Vincent DiFate. Del Rey paperback novel cover, 1967, retro sci-fi illustration, silhouetted figures against a starry sky, glowing planets, dramatic lighting, vintage typography'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/ac427b3e-509a-493b-b501-f9434b08b1ae.png,768,1024,stablediffusionweb.com,0.2743638455867767
51218,0e5c60a4-d5c9-4e16-944c-ef3c2ea090fa,"'A highly detailed, vibrant underwater scene with a man diving into a deep blue ocean, surrounded by swirling waves and colorful coral reefs, illuminated by soft, ethereal light.'",https://image.lexica.art/full_jpg/0e5c60a4-d5c9-4e16-944c-ef3c2ea090fa,512,768,lexica.art,0.2743623554706573
883241,f8e6d17a-c58e-428a-b875-ac7b911f2040,"'a goofy warrior with a large beard, wearing ornate armor, standing in a desert landscape under a dramatic sunset, with a playful expression and exaggerated features'",https://image.lexica.art/full_jpg/f8e6d17a-c58e-428a-b875-ac7b911f2040,512,768,lexica.art,0.2743622660636902
365332,66c0d036-e72b-432a-a841-51d6ab9f1345,"'octopus deity by jeffrey smith and wlop and gustave dore, featuring engine, circuitry, code, binary, cryptonomicon, dmt entity, ambient occlusion, 3d concept render, scientifically accurate, artstation, intricate, beautiful, look at that detail!'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/66c0d036-e72b-432a-a841-51d6ab9f1345.png,512,512,stablediffusionweb.com,0.2743619084358215
868921,f4d2d163-13b1-4e90-be21-d36c2ee9e562,"'Kjetil Aarseth in an elegant suit with a serene mountain landscape in the background, painted in a realistic style with soft lighting, evoking a sense of timeless beauty.'",https://image.lexica.art/full_jpg/f4d2d163-13b1-4e90-be21-d36c2ee9e562,512,768,lexica.art,0.2743618190288543
699627,c4ffae5d-7af2-4e19-b28f-a50a3f2bc72b,"'A young man with a stubble and dressed like an adventurer in long-sleeved, button-down shirts with a knife in one hand and a pistol in the other. Detailed image with great lighting and tension.'",https://image.lexica.art/full_jpg/c4ffae5d-7af2-4e19-b28f-a50a3f2bc72b,512,768,lexica.art,0.2743612825870514
422209,76ca0777-6ec3-4127-af0f-1170569d6218,"'Rebecca with a little piece of under wear from cyberpunk by ken sugimori, hyper detailed painting, style of laurie greasley, studio ghibli, akira toriyama, 4k, vibrant colors, deviantart, trending on artstation'",https://image.lexica.art/full_jpg/76ca0777-6ec3-4127-af0f-1170569d6218,512,640,lexica.art,0.2743600010871887
270417,4c096fe9-c8e7-4612-a075-1dcb3329bbd4,"'a futuristic space station with an indoor view of Earth, illuminated by warm neon lights, featuring a large hexagonal window revealing a vibrant blue planet, surrounded by sleek metallic surfaces and advanced technology, creating a sense of awe and wonder.'",https://image.lexica.art/full_jpg/4c096fe9-c8e7-4612-a075-1dcb3329bbd4,512,768,lexica.art,0.2743598222732544
81930,170a2742-4fb6-4260-9a94-51c38ef936d5,"'Egyptian female princess baroque oil painting anime key visual full body portrait character concept art, maid commander with flowing brunette hair red eyes, brutalist grimdark fantasy, kuudere noble dictator, trending pixiv fanbox, rule of thirds golden ratio, by greg rutkowski wlop makoto shinkai takashi takeuchi studio ghibli jam",https://image.lexica.art/full_jpg/170a2742-4fb6-4260-9a94-51c38ef936d5,512,768,lexica.art,0.2743570506572723
417200,75552623-2394-4825-b63f-de45482fb566,"'a serene river winding through lush green mountains, with a small boat sailing on the calm turquoise waters, surrounded by golden autumn trees, under a soft morning mist, in a painterly style'",https://image.lexica.art/full_jpg/75552623-2394-4825-b63f-de45482fb566,512,768,lexica.art,0.2743558883666992
831989,ea6dcf2a-9c5b-443c-a8d4-896961c2c863,"'beautiful character design, double exposure painting, front profile Female character with red hair, beautiful hair and confident, insanely detailed and intricate, elegant, watercolor, cinematic, portrait, raphaelite, headroom, pierre-auguste Renoir'",https://image.lexica.art/full_jpg/ea6dcf2a-9c5b-443c-a8d4-896961c2c863,512,768,lexica.art,0.2743558883666992
502156,8d5e02d1-b08e-406c-ad06-54e5dbcfea11,"'lonely young blonde man with piece of paper with text in hand, surreal metropolis, night lights, city square, skyscrapers, Chinese lamps and hieroglyphs on walls, crowd of people, hyperrealism'",https://image.lexica.art/full_jpg/8d5e02d1-b08e-406c-ad06-54e5dbcfea11,512,768,lexica.art,0.2743547558784485
276270,4da7028c-1d4a-4dc5-ac2a-52f6bcf9368c,"'a black figure in your bedroom standing in front of you and if you say one more word or one movement he will kill you, horror'",https://image.lexica.art/full_jpg/4da7028c-1d4a-4dc5-ac2a-52f6bcf9368c,512,768,lexica.art,0.2743543982505798
579525,a33a8907-0bdc-4b42-acb0-94c1815a680b,"'iridescent, scales, human hand, blues, textured, intricate, ornate, shadowed, pale muted colors, 3d, highly detailed, deco style, by tim burton, by dale chihuly, by hsiao-ron cheng, by cyril rolando, by h. r. giger, plastic, grid",https://image.lexica.art/full_jpg/a33a8907-0bdc-4b42-acb0-94c1815a680b,512,768,lexica.art,0.2743535041809082
169261,2f976613-4981-4d7d-88da-e1a9999edd5a,"'high quality close-up photo pearlescent moth! jeweled gorgeous! highly detailed david ligare elson peter cinematic high quality low angle hd 8k sharp shallow depth of field, photorealistic, intricate,'",https://image.lexica.art/full_jpg/2f976613-4981-4d7d-88da-e1a9999edd5a,512,768,lexica.art,0.2743522226810455
231005,40f86e2c-0587-45b3-a571-2c092d8ff60c,"'Kiyoko Suzuki, futuristic hairstyle, full body, medium shot, female anime character, from an otherworldy unknown undiscovered earth, shot from the ground by Yoshiyuki Sadamoto, otherwordly concept, photorealism 8k high detail Sigma 85 mm f 1.4 Studio Light Studio Ghibli, intricately detailed",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/40f86e2c-0587-45b3-a571-2c092d8ff60c.png,512,512,stablediffusionweb.com,0.2743518054485321
388709,6d55152e-6798-4811-b83d-32dc42fd4d47,"'cybernetic grey giraffe with power armor, ultra realistic, concept art, intricate details, eerie, highly detailed, photorealistic, octane render, 8 k, unreal engine. art by artgerm and greg rutkowski and alphonse mucha'",https://image.lexica.art/full_jpg/6d55152e-6798-4811-b83d-32dc42fd4d47,512,768,lexica.art,0.2743511199951172
894229,fc1540c4-ad80-46f9-978b-125cad116a3b,"'Fotografía de Emma Watson como una Guerrera vikinga femenina saltando, cuerpo entero, fuerte, gritando, expresión enfurecida, ojos claros, melena larga y rubia, poco cubierta con atuendo vikingo, proporciones perfectas, cadera ancha,",https://image.lexica.art/full_jpg/fc1540c4-ad80-46f9-978b-125cad116a3b,512,768,lexica.art,0.2743511199951172
111644,1f6a6d17-ad92-4188-8f4d-1fd58f9b2d6a,"'a wild group of huge flowers, flowers with very long petals, glowing, vivid, detailed painting, by James Jean and Ross Tran, masterpiece, award winning painting'",https://image.lexica.art/full_jpg/1f6a6d17-ad92-4188-8f4d-1fd58f9b2d6a,768,512,lexica.art,0.2743505835533142
432950,79cba5fd-27b9-41b9-9670-26b9410078f0,"'as in prayer, all the arms to twelve, numerals built of coal, firewalk, pull me out of the shame, father time, forgive thy sins, showing mercy to abiding short-sightedness, i have been a fool to linger on this body, how could i ever escape, shackled to the nature of my sardonic phrase,",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/79cba5fd-27b9-41b9-9670-26b9410078f0.png,1024,576,stablediffusionweb.com,0.2743497490882873
108016,1e6221dc-997f-444e-a80f-415dd7b43ec4,"'closeup Top view of a fallen monument inside an abandoned warehouse overgrown with vegetation, beautiful graffiti on all walls, by craig mullins, octane rendering, warm moody lighting, wide angle lens, low view, in the style of pixar animation, trending on artstation, 8k, cinematic, hyperrealism, high details,",https://image.lexica.art/full_jpg/1e6221dc-997f-444e-a80f-415dd7b43ec4,640,640,lexica.art,0.2743479609489441
193024,364ef200-3df9-46d6-8943-aee97db7eb8a,"'Liminal space in outer space, surreal painting by surrealist artist Gleeson, colorized, this grotesque, nightmarish composition symbolize the inner workings of the human mind. Called Psychoscape it shows liquid, solid and air coming together and directly alluding to the interface between the conscious, subconscious and unconscious mind. It incorporates the human form less",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/364ef200-3df9-46d6-8943-aee97db7eb8a.png,512,512,stablediffusionweb.com,0.2743475139141083
828505,e96fe651-b4cc-4ce0-b7c7-cb48fb0af2d9,"'sleepy gamer boy with orange hair wearing a green and yellow striped shirt, holding a black gaming controller, sitting on a colorful couch, soft lighting, cozy atmosphere'",https://image.lexica.art/full_jpg/e96fe651-b4cc-4ce0-b7c7-cb48fb0af2d9,512,768,lexica.art,0.2743474245071411
434737,7a4daa96-df89-409b-98f4-bab10a53cf6a,"'a 50-years old scandinavian man in the year of 1700, wearing a red and gold coat with fur trim, standing against a cloudy sky, painted in a classical portrait style'",https://image.lexica.art/full_jpg/7a4daa96-df89-409b-98f4-bab10a53cf6a,512,768,lexica.art,0.2743473649024963
468333,83cf01b2-40af-4bac-afd3-1de0036afc85,"'close up picture of a beautiful and cute and aesthetic witch drinking the portion made of stained glass, model pose, bright color, sun shining through, sharp focus, highly detailed face, specular reflection, art by anato finnstark and lecouffe deharme and pete mohrbacher and quentin mabille and frank moth, fantasy illustration",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/83cf01b2-40af-4bac-afd3-1de0036afc85.png,512,704,stablediffusionweb.com,0.2743473649024963
255216,47cea6f8-0e70-44b0-84d7-37ff695338e2,"'a picturesque countryside scene with rolling hills, vibrant green trees, a winding river, quaint houses nestled among the landscape, warm golden sunlight casting long shadows, serene and idyllic atmosphere'",https://image.lexica.art/full_jpg/47cea6f8-0e70-44b0-84d7-37ff695338e2,512,768,lexica.art,0.2743473052978515
49885,0dfc74ce-aeb0-4f69-9dfd-e19e26e1d882,"'an extremely detailed masterpiece of the sailing vessel bonhomme richard with canons discharging in early evening, in the style of george philip reinagle, epic scene, extremely moody lighting, glowing light and shadow, atmospheric, shadowy, cinematic, 4 k'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/0dfc74ce-aeb0-4f69-9dfd-e19e26e1d882.png,512,704,stablediffusionweb.com,0.2743470072746277
743774,d180de7c-c017-40ad-a451-d24febe1b8b9,"'A surreal renaissance scene in the style of Francis Bacon, Norman Rockwell, and James Jean, with a triadic color scheme, featuring an open ceiling, highly detailed, painted by Greg Rutkowski, blending elements of African art and Lenoid Afremov style, with airbrush technique.'",https://image.lexica.art/full_jpg/d180de7c-c017-40ad-a451-d24febe1b8b9,512,768,lexica.art,0.2743440866470337
499160,8c863daf-294f-4276-a13a-b9ece1cd5898,"'baroque medium shot futuristic vintage soldier robot baby pink sphynx cat with gemstone effect on the face, whole body, 1120's, snow interior artstation, detailed, cinematic, daz, hyper-realistic, octane, glitter lighting, snow falling'",https://image.lexica.art/full_jpg/8c863daf-294f-4276-a13a-b9ece1cd5898,512,768,lexica.art,0.2743434607982635
846727,ee8e9a48-7457-4b2e-bafa-d47e31ec80bc,"'portrait of an engineer woman programming the samsara holy cluster, fine portrait, concept art, stunning, visionary, hyper realistic, detailed, by brecht evens, by jean delville, by francis bacon, by victo ngai'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/ee8e9a48-7457-4b2e-bafa-d47e31ec80bc.png,512,768,stablediffusionweb.com,0.2743432223796844
661889,ba5f394b-fd46-45ab-98cb-0223db464708,"'cybernetic grey werewolf with power armor, ultra realistic, concept art, intricate details, eerie, highly detailed, photorealistic, octane render, 8 k, unreal engine. art by artgerm and greg rutkowski and alphonse mucha, fierce , in his natural form'",https://image.lexica.art/full_jpg/ba5f394b-fd46-45ab-98cb-0223db464708,512,768,lexica.art,0.2743415832519531
34919,09cc64ac-3fd9-4e09-85be-a57f90989f68,"'Portrait shot of a beautiful woman wearing a Venetian mask, shot using a Sony A1, 8k, soft light, volumetric lighting, highly detailed, fine art portrait photography in the style of Paolo Roversi, Britt Marling, 3/4 face merging with stormy clouds in metamorphosis, complex 3D render,",https://image.lexica.art/full_jpg/09cc64ac-3fd9-4e09-85be-a57f90989f68,512,640,lexica.art,0.2743414640426636
561106,9e1d3d95-afc2-44f6-b133-71376d5de052,"'Obama as a Madrid soccer player, wearing a white and green jersey with the number 8, running on a soccer field under bright stadium lights, dynamic action shot'",https://image.lexica.art/full_jpg/9e1d3d95-afc2-44f6-b133-71376d5de052,512,768,lexica.art,0.2743413746356964
108864,1ea3571a-c0a3-4278-880e-ba1aea7f2222,"'very cute Japanese idol with big eyes, small nose, small cheekbones, small chin, small face, wearing a yellow sweater, black hair, dramatic makeup, soft lighting, studio setting'",https://image.lexica.art/full_jpg/1ea3571a-c0a3-4278-880e-ba1aea7f2222,512,768,lexica.art,0.2743406593799591
486609,88f89536-f31f-4753-939b-c8b9068b0767,"'a surreal desert landscape with a large planet in the background, a night sky filled with stars, ancient ruins, glowing lights, ethereal atmosphere, dreamlike quality'",https://image.lexica.art/full_jpg/88f89536-f31f-4753-939b-c8b9068b0767,512,704,lexica.art,0.2743404507637024
701415,c5801a9e-8b5d-443e-b464-68fa43957784,"'minimal thick paint brush strokes of a thin athletic male physique doing pullup, minimalist line art, beautiful, flowing brush strokes, matte paint colors, thought provoking digital art trending on artstation'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/c5801a9e-8b5d-443e-b464-68fa43957784.png,512,768,stablediffusionweb.com,0.2743392586708069
115660,20830624-e451-47a4-8535-004881472992,"'a poster of a full body Scarlett Johansson sitting on a robotic chair in the desert, in the style of Adrian Ghenie, Esao Andrews, Jenny Saville, Edward Hopper, surrealism, dark art by James Jean, Takato Yamamoto, 1950 retro future art cubist designs borders lines decorations space machine, muted colors",https://image.lexica.art/full_jpg/20830624-e451-47a4-8535-004881472992,640,640,lexica.art,0.2743390500545501
306693,5629ae44-a522-4ef7-ae36-3d523153a456,"'an alien with an angled jaw, snarling, omniverous layered teeth, nostrils on the forehead, smooth bioluminescent skin, hunter gatherer holding an obsidian spear, mid length portrait photograph, highly detailed, high contrast lighting'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/5629ae44-a522-4ef7-ae36-3d523153a456.png,512,512,stablediffusionweb.com,0.2743386924266815
615582,ad56728a-a3ed-43ee-989a-72f92be00703,"'circular shape die cut sticker logo featuring a sports mascot animal illustration with bold orange and black colors, sharp lines, and a dynamic pose on a dark brown background'",https://image.lexica.art/full_jpg/ad56728a-a3ed-43ee-989a-72f92be00703,512,768,lexica.art,0.2743386626243591
820818,e73c64e1-8f4f-4622-8ec2-4690b936f9a7,"'shattered planet earth, broken, scenic, detailed, trending on artstation, sharp focus, studio photo, intricate details, hyperdetailed meticulously designed, cinematic lightning, concept art of detailed design by pascal blanche rutkowski'",https://image.lexica.art/full_jpg/e73c64e1-8f4f-4622-8ec2-4690b936f9a7,640,512,lexica.art,0.2743386030197143
385500,6c7086ea-9271-4ca3-8016-39fd9438088b,"'a logo for a film studio company named Oriami Shrift, featuring a stylized star design with a blue and gold color scheme, set against a gradient background with a sky dance theme, using the Cortana Shrifth font'",https://image.lexica.art/full_jpg/6c7086ea-9271-4ca3-8016-39fd9438088b,512,768,lexica.art,0.2743381857872009
625305,b00c33a6-6484-4aa9-a26b-9613a4b8b01a,"'portrait heavy metal guitarist, background epic scene, displaying in the background the moon and other planets and stars with fire, kilian eng vibrant colours, dynamic lighting, digital art, winning award masterpiece, fantastically beautiful, illustration, aesthetically, trending on artstation, art by Zdzisław Beksiński x Jean Michel Basquiat'",https://image.lexica.art/full_jpg/b00c33a6-6484-4aa9-a26b-9613a4b8b01a,512,768,lexica.art,0.2743376493453979
378809,6a934664-3e7d-48c1-989a-b4fb6c5d4faa,"'a strong man with a muscular build, wearing a blue suit with a star emblem, standing amidst a fiery explosion, dramatic lighting, intense mood, hyper-realistic style'",https://image.lexica.art/full_jpg/6a934664-3e7d-48c1-989a-b4fb6c5d4faa,512,768,lexica.art,0.2743360996246338
422863,76f8356f-768a-4e5d-80cf-5bbd77642c84,"'Vintage 60's anime style. Open air classroom; around friends and rivals; by Go Nagai, Greg Tocchini, Osamu Tezuka; sci-fi elements; vibrant colors; detailed line art'",https://image.lexica.art/full_jpg/76f8356f-768a-4e5d-80cf-5bbd77642c84,512,768,lexica.art,0.2743360698223114
184763,33f974a4-132c-4c1c-b08b-0dfb77ed84b1,"'a Victorian magician holding a lit candle, wearing a top hat and coat, standing on a dimly lit street at night, with smoke in the air, dramatic lighting, vintage style'",https://image.lexica.art/full_jpg/33f974a4-132c-4c1c-b08b-0dfb77ed84b1,512,768,lexica.art,0.2743336856365204
511412,8ff505a2-0ae0-4843-80d2-8b98dbca75a1,"'A serene sunset illuminates the grand courtyard of Nalanda University during the height of the Mauryan Empire, with intricate stone carvings and lush green gardens surrounding the central pathway.'",https://image.lexica.art/full_jpg/8ff505a2-0ae0-4843-80d2-8b98dbca75a1,512,768,lexica.art,0.2743332386016845
301,00151e80-24fc-4c01-b3a3-4c31bebafd22,"'in the dense motley autumn forest with vibrant orange and red foliage, a serene lake reflecting the golden hues of the trees, soft morning light filtering through the leaves, creating a tranquil and picturesque scene'",https://image.lexica.art/full_jpg/00151e80-24fc-4c01-b3a3-4c31bebafd22,768,512,lexica.art,0.2743316292762756
800727,e17c1fbd-2467-4681-aeeb-df0a32f89b93,"'realistic detailed portrait of a very beautiful pink haired ninja girl, in profile, by alphonse mucha, by milo manara, by arthur rackham, flowing wires with leaves, artgerm'",https://image.lexica.art/full_jpg/e17c1fbd-2467-4681-aeeb-df0a32f89b93,512,768,lexica.art,0.2743315100669861
348582,6200c4eb-ea79-4a2a-a6ea-b174185d24eb,"'a group of people wearing colorful hats walking down a city street, vibrant autumn leaves on the ground, urban setting with brick buildings, natural daylight, lively and dynamic scene'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/6200c4eb-ea79-4a2a-a6ea-b174185d24eb.png,512,512,stablediffusionweb.com,0.2743302285671234
860511,f27223d5-4df7-4c31-8711-5c60659ed8de,"'Dwayne Johnson pointing his finger in a stadium with bright lights, wearing a black tank top and a watch, detailed muscles, dramatic lighting, intense expression'",https://image.lexica.art/full_jpg/f27223d5-4df7-4c31-8711-5c60659ed8de,512,768,lexica.art,0.2743300199508667
739296,d0364b68-6171-4aaa-8aa6-810325032b8e,"'Tom Holland as a rough dirty old man with a scruffy beard in a dark blue trenchcoat as the new Doctor Who, cinematic, volumetric lighting, f 8 aperture, cinematic Eastman 5 3 8 4 film, photorealistic'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/d0364b68-6171-4aaa-8aa6-810325032b8e.png,512,512,stablediffusionweb.com,0.2743297815322876
450531,7eca5d14-ecde-4828-9907-c87dc5b2c04a,"'death, holding a baby in one hand and an elderly person in the other, in a dimly lit room with vintage furniture, melancholic mood, dark tones, dramatic lighting'",https://image.lexica.art/full_jpg/7eca5d14-ecde-4828-9907-c87dc5b2c04a,640,640,lexica.art,0.2743295133113861
343189,60760070-c05e-49b9-af49-17e33a67738b,"'Steve Vai sitting next to a friendly lion inside the Metropolitan Museum of Art in New York, standing:0.901, solo:0.900, centered composition:1.000, very soft light, cinematic photography, cinematic composition, very detailed textures'",https://image.lexica.art/full_jpg/60760070-c05e-49b9-af49-17e33a67738b,768,512,lexica.art,0.274328202009201
222933,3eb567ad-2c52-4fda-b0e9-6e62b0748eb4,'a single brain watching a movie by johannen voss by francis bacon by peter kemp by octane suspended in the sky above a stormy sea with whitish crashing waves on the deserted beach rendered in blender 8k isometric depth of field',https://image.lexica.art/full_jpg/3eb567ad-2c52-4fda-b0e9-6e62b0748eb4,512,768,lexica.art,0.2743278741836548
156922,2c2a7849-1545-4366-ac75-494dc3b33f0d,"'fallout 5, charismatic beautiful rugged brunette female protagonist, portrait, outdoors in Anchorage, atmospheric lighting, painted, intricate, volumetric lighting, beautiful, dusk, overcast weather, sharp focus, deep colours, ultra detailed, by leesha hannigan, ross tran, thierry doizon, kai carpenter, ignacio fernandez",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/2c2a7849-1545-4366-ac75-494dc3b33f0d.png,512,512,stablediffusionweb.com,0.2743275761604309
438723,7b6cb378-104a-4ac2-8578-5c2c307defab,"'Create a Counter Strike logo for a site with a modern, sleek design featuring a gun silhouette, bold typography, and vibrant colors. The logo should have a high-tech, futuristic feel with sharp lines and a dynamic composition.'",https://image.lexica.art/full_jpg/7b6cb378-104a-4ac2-8578-5c2c307defab,512,768,lexica.art,0.2743263244628906
259396,48f3c46e-6341-4fed-b71a-fbef0a80b9c7,"'oil painting of a hostage situation with a gun, cartoon style by artgerm, hd, hdr, ue 5, ue 6, unreal engine 5, realistic anime 3d style, cinematic 4k wallpaper, 8k, ultra detailed, gta cover art, high resolution, artstation, award-winning'",https://image.lexica.art/full_jpg/48f3c46e-6341-4fed-b71a-fbef0a80b9c7,512,768,lexica.art,0.2743263244628906
660430,b9fa1dd0-51a5-4a1b-8f67-027c1078ed49,"'a geisha with European features entering a Japanese pine forest, by Range Murata, a big red sun in the background, stunning, matted, Paul Gauguin, Van Gogh'",https://image.lexica.art/full_jpg/b9fa1dd0-51a5-4a1b-8f67-027c1078ed49,512,768,lexica.art,0.2743257284164428
159072,2cc86aaf-5252-461a-9098-994c73ed8ddd,"'wide angle environmental shot of evil cyborg in a cluttered and messy shack, chaotic shack in background, vibrant, photo realistic, realistic, dramatic, dark, sharp focus, 8k'",https://image.lexica.art/full_jpg/2cc86aaf-5252-461a-9098-994c73ed8ddd,512,640,lexica.art,0.2743249535560608
233425,41ac6635-df7a-494e-9726-f15b47f5d16c,"'art by Henri Matisse of a huge garden, under a green arch in a blue room, surrounded by Christmas trees in snow, snow in the garden, Christmas trees with gifts under it, a woman with deer antlers on her head in the middle, stars by Henri Matisse'",https://image.lexica.art/full_jpg/41ac6635-df7a-494e-9726-f15b47f5d16c,576,512,lexica.art,0.2743240892887115
678124,befb67d6-afdc-4501-bdb5-62b5ca9579bb,"'a goth girl with long black hair, wearing a black leather jacket, holding a golden hammer over a piece of paper, dramatic lighting, dark background, gothic art style'",https://image.lexica.art/full_jpg/befb67d6-afdc-4501-bdb5-62b5ca9579bb,512,768,lexica.art,0.27432382106781
682124,c0164322-1e5a-4ef9-a43d-7545a069d017,"'a sentient android made of wood, by royalists bejeweled, made of gold, by divine, ian, ultra wide, fine, divine, chic, ultra wide, cosmic wavetracing, royal life the'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/c0164322-1e5a-4ef9-a43d-7545a069d017.png,512,512,stablediffusionweb.com,0.2743237018585205
523603,9372ac30-bb03-495f-8c7a-93925b58ddd0,"'Nurse checking vitals of a patient in an operating room, cardiac monitor shows abnormal rhythm with a glowing green line, fog, abandoned hospital, highly detailed, 4K'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/9372ac30-bb03-495f-8c7a-93925b58ddd0.png,512,512,stablediffusionweb.com,0.2743234932422638
27229,079ea021-aa88-493c-9903-3e5842b5f46f,"'a boy and a girl standing next to each other, both wearing futuristic robot suits, facing forward, with detailed mechanical features and glowing lights, in a dimly lit space station setting'",https://image.lexica.art/full_jpg/079ea021-aa88-493c-9903-3e5842b5f46f,512,768,lexica.art,0.2743234634399414
381971,6b74b3ca-51d2-4f19-bda6-50f47c7235f5,"'vertical film frame, a monument to an old Soviet soldier with a gray long beard, in his hands a huge sword and shield with the coat of arms of the USSR, trampling on a broken swastika with his feet, ominous fog around, giger interior design, architectural design, vintage, liminal aesthetics, dreamcore, clean lines, wide angle",https://image.lexica.art/full_jpg/6b74b3ca-51d2-4f19-bda6-50f47c7235f5,512,768,lexica.art,0.2743228077888489
575621,a2278fdd-abce-4f2b-8b8e-f91214ee6a42,"'atlantis, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art by artgerm and greg rutkowski'",https://image.lexica.art/full_jpg/a2278fdd-abce-4f2b-8b8e-f91214ee6a42,512,768,lexica.art,0.2743224501609802
7824,022e6aee-3ee1-4ff2-8325-c172f837144e,"'portrait of a dark-skinned male god with glowing white eyes and a military cut, short hair, third person, D&D, 18 yo, dark-skinned boy, african boy, manly, white colored eyes, white eyes, white iris, sci fi fantasy, intricate, richly detailed colored art by Range Murata, highly detailed, anime",https://image.lexica.art/full_jpg/022e6aee-3ee1-4ff2-8325-c172f837144e,512,768,lexica.art,0.2743222117424011
111979,1f802e73-62d2-49c9-8711-9fe3611c341b,"'a photo of canine Karl Marx as a dog, barking about the failures of capitalism and how the fat cats are creating a rat race of exploitation. how does one write a manifesto with those paws though?'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/1f802e73-62d2-49c9-8711-9fe3611c341b.png,640,512,stablediffusionweb.com,0.2743215560913086
741977,d0fbdaa1-6476-4b99-8c7d-c056b861e1c8,"'simplistic brain lightning, ""M"" logo, 2d, vector art, geometric design, minimalistic, 2d design, retro, fb logo, youtube logo, company logo, 2d rendered, symmetry, highly detailed, recognizable, iconic, printable, poster'",https://image.lexica.art/full_jpg/d0fbdaa1-6476-4b99-8c7d-c056b861e1c8,1280,1280,lexica.art,0.2743211388587951
709087,c7b2fb38-99b0-4ccb-822f-3c985e205de0,"'A modern and clean WhatsApp chat interface with a scenic photo at the top, a detailed paragraph about the story below, and three horizontal buttons at the bottom for player decisions.'",https://image.lexica.art/full_jpg/c7b2fb38-99b0-4ccb-822f-3c985e205de0,512,768,lexica.art,0.2743207812309265
500576,8cea96b2-a2c4-4877-8e53-9e44c26af8c3,"'draconian sphinx, intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and donato giancola and joseph christian leyendecker, ross tran, wlop, castle background'",https://image.lexica.art/full_jpg/8cea96b2-a2c4-4877-8e53-9e44c26af8c3,512,768,lexica.art,0.2743207514286041
868586,f4bc6c00-6bad-4636-b7f0-6c7c29065893,"'beautiful studio photograph of colorful portrait photography one caucasian man with square glasses and bun, beautiful symmetrical face accurate face detailed face realistic proportions by ron mueck and matthew barney and greg rutkowski, hysterical realism intense cinematic lighting shocking detail 8 k, hyperrealistic, realistic light and shadows'",https://image.lexica.art/full_jpg/f4bc6c00-6bad-4636-b7f0-6c7c29065893,512,768,lexica.art,0.2743198871612549
636929,b34d2cc9-9bb8-43ab-9bbc-e89106873e7d,"'a realistic film HD high quality depth of field color closeup photograph of a freshly severed human foot wearing a black leather shoe, in the style of a 1980s horror movie'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/b34d2cc9-9bb8-43ab-9bbc-e89106873e7d.png,1216,512,stablediffusionweb.com,0.2743194997310638
174004,30ec703f-3394-4124-ab17-1f9dc3fc3d9f,"'human berserker man with pointed ears, olive skin colour, white hair and a trim beard, big forehead, dopey expression, athletic, fantasy character portrait by greg rutkowski, gaston bussiere, craig mullins'",https://image.lexica.art/full_jpg/30ec703f-3394-4124-ab17-1f9dc3fc3d9f,512,768,lexica.art,0.2743186354637146
534561,968cfb0d-d843-45b8-aba6-bd982747a648,"'A fantasy warrior is brandishing a black sword, in a mystical forest, Anime, ((Sword Art Online)), Reki Kawahara, Abec style illustration, young woman, ((amazonian)), in (robes),(watercolor),Digital art, trending on artstation'",https://image.lexica.art/full_jpg/968cfb0d-d843-45b8-aba6-bd982747a648,512,768,lexica.art,0.2743185460567474
584544,a4a485f0-7afa-4d3c-b8b3-e385be3ba141,"'hybrid between colorful spider & red owl, round head, front view, glowing eyes, horror movie style, intercrossed animal, by zdzislaw beksinski, by lewis jones, by mattias adolfsson, cold hue's, warm tone gradient background, concept art, beautiful composition, digital painting,  red glowing eyes,",https://image.lexica.art/full_jpg/a4a485f0-7afa-4d3c-b8b3-e385be3ba141,768,512,lexica.art,0.2743183970451355
